indicat;time;unix;lat;lon;alt;head;speed;equip;regist;orig;dest;id_iata;id_icao;code1;code2;Distance1;Distance2
9615.0;2017-11-06 15:13:52-02:00;1509988432.0;-15.5694;-40.4504;37000.0;36.0;459.0;A320;PR-ONT;GRU;SSA;O66314;ONE6314;48E6D;0;582.8682937887131;202.3486147643465
10482.0;2017-10-07 05:54:58-03:00;1507366498.0;-29.9947;-51.1642;0.0;91.0;155.0;A20N;PR-OBF;POA;GRU;O66121;ONE6121;49295;0;0.3630655949564318;467.70556376962924
1420.0;2017-11-12 07:08:39-02:00;1510477719.0;-23.5176;-47.3454;22950.0;308.0;391.0;B737;PR-GEE;CGH;BSB;G31442;GLO1442;48BEC;0;38.51542864228111;460.75396398504137
13750.0;2017-10-09 07:33:30-03:00;1507545210.0;-19.1013;-41.69;38000.0;208.0;432.0;B738;PR-GUO;SSA;GRU;G31691;GLO1691;48AFE;0;419.95643344199493;373.6258084846903
784.0;2017-09-21 06:33:41.047853-03:00;1505986421.0478535;-23.194070973314993;-47.206471529995646;22500.004033917794;344.2857488621525;430.61910908827116;A320;PR-ONL;CGH;BSB;O66170;ONE6170;48BB3;0;40.0;442.00792597900323
2786.0;2017-10-31 19:12:18-02:00;1509484338.0;-26.581;-48.989;36000.0;216.0;390.0;B738;PR-GUJ;CGH;POA;G31226;GLO1226;48986;0;218.31050663805567;235.40388795899844
3361.0;2017-09-26 18:21:08-03:00;1506460868.0;-23.6304;-46.6581;0.0;56.0;0.0;A319;PR-MYB;CGH;SDU;JJ3950;JJ3950;4827D;0;0.27447665210825406;197.81126116884997
5470.0;2017-09-12 19:00:10-03:00;1505253610.0;-20.3233;-44.7345;24500.0;207.0;427.0;A320;PR-OCY;CNF;GRU;O66151;ONE6151;49221;0;60.168667964910114;210.70290775861335
8794.0;2017-10-02 20:43:43-03:00;1506987823.0;-19.8852;-44.9409;37000.0;47.0;463.0;A20N;PR-YRA;GRU;REC;AD4488;AZU4488;492B0;4663;229.92072974448047;916.2147579363431
11450.0;2017-11-11 08:48:06-02:00;1510397286.0;-17.4945;-40.6978;34025.0;219.0;425.0;A320;PR-ONK;REC;GRU;O66317;ONE6317;48BB2;0;656.7707349124198;482.8567803627919
7221.0;2017-10-28 03:21:46-02:00;1509168106.0;-20.705;-44.7139;30925.0;26.0;421.0;B734;PR-SDJ;GRU;CNF;;SID9413;341E5;0;191.14699419732432;77.27198223242186
11253.0;2017-10-27 21:49:43-02:00;1509148183.0;-23.3741;-46.2536;5475.0;240.0;151.0;A20N;PR-YRE;REC;GRU;AD5333;AZUL5333;492AA;5225;1125.3470814590894;12.656682859273387
11049.0;2017-09-29 11:29:53-03:00;1506695393.0;-20.5066;-42.6215;38000.0;209.0;410.0;A20N;PR-YRB;REC;GRU;AD4489;AZU4489;4929C;5510;868.2422163941287;277.61649946250276
615.0;2017-11-08 09:05:25-02:00;1510139125.0;-16.5301;-47.7566;18100.0;167.0;388.0;A320;PR-MHA;BSB;CGH;JJ3701;TAM3701;48014;0;40.699203159945384;431.01575304804726
7911.0;2017-11-12 18:24:07-02:00;1510518247.0;-25.5263;-49.1782;0.0;315.0;41.0;A320;PR-OCH;GRU;CWB;O66246;ONE6246;490ED;0;194.13141169961978;0.341896839586346
9045.0;2017-11-03 13:55:09-02:00;1509724509.0;-10.0558;-36.7254;37000.0;39.0;459.0;A20N;PR-OBL;GRU;REC;O66324;ONE6324;49329;0;979.6352769311067;157.78271184895885
5056.0;2017-09-27 10:50:42-03:00;1506520242.0;-19.6288;-43.9676;0.0;24.0;0.0;A320;PR-MHG;CNF;CGH;JJ3263;TAM3263;4803D;0;0.35921914339324323;283.3497183915466
1204.0;2017-10-30 08:42:52-02:00;1509360172.0;-22.5127;-47.5383;30250.0;344.0;469.0;A320;PR-OCD;CGH;BSB;O66060;ONE6060;48FC2;0;82.80907749868344;399.7931886556845
5840.0;2017-11-06 18:52:41-02:00;1510001561.0;-21.1995;-45.7072;36025.0;236.0;418.0;A320;PR-OCQ;CNF;GRU;O66155;ONE6155;4917F;0;136.07971049099743;140.9881901567011
5915.0;2017-11-13 06:43:11-02:00;1510562591.0;-20.8768;-45.0737;32000.0;216.0;422.0;A320;PR-OCW;CNF;GRU;O66165;ONE6165;491EF;0;97.60371335507762;172.40003562490287
4926.0;2017-11-14 16:43:50-02:00;1510685030.0;-22.989;-43.6887;8575.0;75.0;256.0;B738;PR-GUZ;CGH;SDU;G31038;GLO1038;48618;0;168.23640597209638;29.509770116134273
8143.0;2017-10-02 08:52:12-03:00;1506945132.0;-24.691;-47.6942;29025.0;223.0;465.0;A320;PR-ONS;GRU;POA;O66126;ONE6126;48E6C;0;100.92597271905548;368.80052860142945
8152.0;2017-10-04 14:21:29-03:00;1507137689.0;-25.3434;-48.0102;35975.0;211.0;444.0;A320;PR-MBD;GRU;POA;JJ3366;TAM3366;47FD0;0;142.2340935134194;326.2232897653002
3720.0;2017-10-05 22:18:45-03:00;1507252725.0;-23.0858;-44.121;11775.0;76.0;317.0;A319;PR-ONJ;CGH;SDU;O66032;ONE6032;48BB1;0;143.62643183891987;54.07644797563662
4250.0;2017-10-30 20:04:20-02:00;1509401060.0;-23.4665;-45.7383;23475.0;73.0;466.0;B738;PR-GXV;CGH;SDU;G31050;GOL1050;48FB6;0;51.49100190054441;146.19353898435116
1729.0;2017-10-10 21:24:48-03:00;1507681488.0;-21.3645;-45.1065;39050.0;27.0;473.0;A320;PR-MBO;CGH;CNF;JJ3226;TAM3226;48080;0;160.89310314747604;122.55331658859339
11198.0;2017-10-24 13:45:51-02:00;1508859951.0;-17.3597;-41.105;33975.0;222.0;440.0;A320;PR-MHQ;REC;GRU;JJ3549;TAM3549;480D2;0;662.6088551072918;474.0352546432741
3459.0;2017-09-28 19:24:17-03:00;1506637457.0;-23.5934;-46.1965;15200.0;73.0;388.0;A319;PR-MBW;CGH;SDU;JJ3952;JJ3952;4827C;0;25.405199529107293;172.51223275365822
13858.0;2017-10-30 07:00:14-02:00;1509354014.0;-15.6875;-39.7453;36000.0;208.0;422.0;B738;PR-VBK;SSA;GRU;G31691;GLO1691;48104;0;186.4566325130213;601.4714582636302
4957.0;2017-09-19 08:26:26-03:00;1505820386.0;-19.6287;-43.9688;0.0;317.0;27.0;A320;PR-MHG;CNF;CGH;JJ3213;TAM3213;4803D;0;0.3116442334381333;283.31931871081815
2317.0;2017-11-02 07:03:26-02:00;1509613406.0;-23.6213;-46.6612;0.0;329.0;13.0;A320;PR-MHK;CGH;CWB;JJ3001;TAM3001;48053;0;0.39220733029915816;179.10980159432705
2850.0;2017-11-06 11:02:02-02:00;1509973322.0;-28.3732;-50.4802;32000.0;216.0;390.0;A320;PR-MHG;CGH;POA;JJ3053;TAM3053;4803D;0;352.20361588903984;103.94368724898618
9192.0;2017-11-13 19:29:38-02:00;1510608578.0;-10.3944;-36.8605;36975.0;35.0;481.0;A320;PR-ONS;GRU;REC;O66302;ONE6302;48E6C;0;958.2734130130093;178.31726175702627
8612.0;2017-09-20 09:54:35-03:00;1505912075.0;-9.0716;-35.9256;27350.0;39.0;422.0;A320;PR-ONZ;GRU;REC;O66304;ONE6304;48FBF;0;1055.1576490243356;82.34033297996523
10985.0;2017-09-25 13:33:24-03:00;1506357204.0;-14.271;-38.8815;33975.0;216.0;445.0;A320;PR-MHW;REC;GRU;JJ3549;TAM3549;48274;0;436.84806063681646;699.5414578446196
8196.0;2017-10-07 07:29:26-03:00;1507372166.0;-28.2214;-50.0227;36000.0;215.0;449.0;A320;PR-OCB;GRU;POA;O66116;ONE6116;48FC1;0;345.82512314281155;122.42387643128
4512.0;2017-11-05 22:00:35-02:00;1509926435.0;-23.2649;-44.9353;25125.0;76.0;439.0;B737;PR-GED;CGH;SDU;G31056;GOL1056;48989;0;97.3606346008857;100.31787947072704
13515.0;2017-09-20 17:49:06-03:00;1505940546.0;-19.2342;-41.775;34000.0;212.0;506.0;A321;PT-MXN;SSA;GRU;JJ3989;TAM3989;48FCF;0;429.27643147761194;364.57043998906806
10252.0;2017-09-19 18:05:33-03:00;1505855133.0;-28.6344;-49.9764;30275.0;33.0;473.0;E195;PR-AUO;POA;GRU;AD2880;AZU2880;49232;3765;102.94568354356376;365.2485258187367
7065.0;2017-09-30 20:35:38-03:00;1506814538.0;-21.5363;-45.1724;33000.0;24.0;424.0;A320;PR-MHW;GRU;CNF;JJ3348;TAM3348;48274;0;135.0915604678305;133.29881994228018
6835.0;2017-11-08 06:26:16-02:00;1510129576.0;-23.865;-46.2246;17375.0;314.0;290.0;A320;PR-MBE;CWB;GRU;JJ3334;TAM3334;47FE0;0;189.76488261217636;29.21373830237397
8785.0;2017-10-02 10:46:52-03:00;1506952012.0;-8.0905;-35.1554;5275.0;37.0;249.0;B738;PR-GGH;GRU;REC;G31614;GLO1614;481D6;0;1129.6371942733444;14.009684526872395
8623.0;2017-09-21 05:58:58-03:00;1505984338.0;-9.707;-36.3646;35000.0;35.0;415.0;B733;PR-SDG;GRU;REC;;SID9412;49276;0;1008.9375288884831;127.89106721858188
3218.0;2017-09-23 16:27:49-03:00;1506194869.0;-23.1168;-44.2625;14100.0;76.0;334.0;A319;PT-TMC;CGH;SDU;JJ3940;TAM3940;4851A;0;135.5843862772902;62.11266300006147
8606.0;2017-09-19 18:32:45-03:00;1505856765.0;-20.2698;-44.0856;35000.0;35.0;447.0;A320;PR-ONT;GRU;REC;O66302;ONE6302;48E6D;0;232.2545477062006;903.6291597508454
10635.0;2017-10-30 15:26:29-02:00;1509384389.0;-28.9309;-50.249;29475.0;39.0;430.0;A320;PR-OCP;POA;GRU;O66123;ONE6123;490F2;0;80.06957019444285;387.98421474162916
6211.0;2017-10-28 10:22:07-02:00;1509193327.0;-25.3757;-49.1527;9275.0;53.0;322.0;A320;PR-TYD;CWB;CGH;JJ3146;TAM3146;48E55;0;9.460512238568894;172.33332844942115
1181.0;2017-10-28 10:02:01-02:00;1509192121.0;-23.6342;-46.6527;0.0;324.0;0.0;A319;PT-TME;CGH;BSB;JJ3704;TAM3704;485B2;0;0.526934907311271;472.0734015734174
13697.0;2017-10-05 16:48:23-03:00;1507232903.0;-23.3845;-46.662;5750.0;230.0;192.0;A320;PR-ONL;SSA;GRU;O66315;ONE6315;48BB3;0;788.9992019104948;10.86458819765221
5789.0;2017-11-01 08:46:04-02:00;1509533164.0;-23.4792;-46.6373;5000.0;91.0;186.0;B738;PR-GUP;CNF;GRU;G31317;GLO1317;48C03;0;275.4551973426499;9.428771024131738
8587.0;2017-11-14 19:20:06-02:00;1510694406.0;-29.9926;-51.2692;1500.0;92.0;136.0;A320;PR-OCN;GRU;POA;O66128;ONE6128;490F0;0;470.65466094134337;5.106933431809635
6410.0;2017-09-20 14:30:27-03:00;1505928627.0;-25.4548;-48.3874;18800.0;62.0;388.0;A320;PR-ONT;CWB;GRU;O66247;ONE6247;48E6D;0;43.04047133807029;160.3189702845844
9262.0;2017-09-22 14:59:48-03:00;1506103188.0;-16.7572;-41.1702;36975.0;34.0;450.0;A320;PR-ONX;GRU;SSA;O66314;ONE6314;48FBD;0;500.5905569041095;284.392839767451
2508.0;2017-09-24 12:32:44-03:00;1506267164.0;-28.361;-50.1712;31975.0;207.0;449.0;A320;PR-MBD;CGH;POA;JJ3126;TAM3126;47FD0;0;342.08519927847306;111.29531345318729
5961.0;2017-09-20 05:44:54-03:00;1505897094.0;-24.7603;-47.4477;29000.0;60.0;404.0;A320;PR-TYD;CWB;CGH;JJ3007;TAM3007;48E55;0;104.85143327354398;80.80776169270379
2460.0;2017-09-20 10:17:49-03:00;1505913469.0;-24.5359;-47.5412;25700.0;222.0;426.0;A320;PR-MHF;CGH;POA;JJ3053;TAM3053;4808C;0;73.13015954941444;381.0366602834477
13736.0;2017-10-08 13:50:15-03:00;1507481415.0;-21.3267;-43.121;35950.0;209.0;437.0;A321;PT-MXM;SSA;GRU;JJ3771;TAM3771;48F69;0;576.0481634950866;225.3233726645432
136.0;2017-09-25 20:04:39-03:00;1506380679.0;-22.4802;-46.7067;29325.0;217.0;422.0;A320;PR-OCQ;BSB;CGH;O66065;ONE6065;4917F;0;403.1625657935747;68.93428038595789
13801.0;2017-10-26 23:35:03-02:00;1509068103.0;-16.65;-40.4168;33950.0;222.0;425.0;A321;PT-MXP;SSA;GRU;JJ4500;TAM4500;48FFA;0;255.70072706123509;532.0715058357584
4117.0;2017-10-27 17:01:54-02:00;1509130914.0;-23.6351;-46.652;0.0;129.0;21.0;A319;PT-TMO;CGH;SDU;JJ3942;TAM3942;49314;0;0.5918933474338518;197.5414368560503
9641.0;2017-11-09 19:36:27-02:00;1510263387.0;-15.3893;-40.1717;37000.0;32.0;507.0;A320;PR-ONW;GRU;SSA;O66310;ONE6310;48FBC;0;601.0149515675552;183.97691075625886
8940.0;2017-10-27 07:15:42-02:00;1509095742.0;-22.5721;-45.7318;28975.0;35.0;418.0;A20N;PR-OBF;GRU;REC;O66304;ONE6304;49295;0;66.14820273380934;1069.5071836158138
3009.0;2017-09-19 14:51:21-03:00;1505843481.0;-22.9453;-43.5042;5775.0;69.0;276.0;A319;PT-TME;CGH;SDU;JJ3932;TAM3932;485B2;0;178.77898028214247;19.034812914175102
13510.0;2017-09-20 08:34:04-03:00;1505907244.0;-17.0687;-40.5504;33975.0;209.0;480.0;A321;PT-XPA;SSA;GRU;JJ3179;TAM3179;490C3;0;281.5157145740966;507.77167601875107
11367.0;2017-11-05 18:05:36-02:00;1509912336.0;-20.6498;-44.819;32000.0;236.0;431.0;A321;PT-MXN;REC;GRU;JJ3821;TAM3821;48FCF;0;947.0939624445209;191.12244447656843
12224.0;2017-10-04 21:27:12-03:00;1507163232.0;-22.913;-43.1651;0.0;145.0;0.0;A319;PR-AVB;SDU;CGH;O66025;ONE6025;485A4;0;0.23073413856460764;197.48440312077344
4998.0;2017-09-22 09:47:51-03:00;1506084471.0;-23.3288;-47.082;11450.0;172.0;285.0;B738;PR-VBL;CNF;CGH;G31303;GLO1303;48106;0;282.5293063255905;29.49494887026984
10744.0;2017-11-06 12:26:36-02:00;1509978396.0;-23.4752;-46.6214;4675.0;73.0;198.0;A320;PR-MYA;POA;GRU;JJ3502;TAM3502;48273;0;461.5824923371127;8.519893926070713
992.0;2017-10-04 12:46:48-03:00;1507132008.0;-23.0547;-47.3207;29175.0;342.0;435.0;B738;PR-GUM;CGH;BSB;G31448;GLO1448;4898A;0;50.23734402699343;433.11429983268766
551.0;2017-11-03 21:26:02-02:00;1509751562.0;-18.9556;-47.1822;35000.0;170.0;431.0;B738;PR-GGP;BSB;CGH;G31463;GLO1463;48394;0;190.1499810729265;282.2728096418428
11403.0;2017-11-08 22:54:14-02:00;1510188854.0;-11.0351;-36.6131;33975.0;206.0;425.0;B733;PR-SDO;REC;GRU;;SID9522;49319;0;201.4997495397016;935.0347333646746
13328.0;2017-11-11 08:48:06-02:00;1510397286.0;-23.2852;-43.3401;14050.0;219.0;356.0;A318;PR-ONR;SDU;CGH;O66003;ONE6003;48DA6;3642;24.597383942580898;184.00331701729561
2788.0;2017-10-31 21:11:59-02:00;1509491519.0;-27.7213;-49.9307;38000.0;216.0;383.0;B738;PR-GTP;CGH;POA;G31228;GLO1228;48007;0;303.3659116209121;151.4019443706367
5851.0;2017-11-07 15:52:16-02:00;1510077136.0;-19.6863;-44.0357;11050.0;319.0;251.0;E195;PR-AUJ;CNF;GRU;AD2413;AZU2413;4917E;4172;5.181478551422812;263.3276068884954
5168.0;2017-10-08 15:20:59-03:00;1507486859.0;-21.6958;-46.0894;32000.0;216.0;433.0;A320;PR-MYY;CNF;CGH;JJ3203;TAM3203;48DC1;0;172.28307025562938;120.21269885445139
3388.0;2017-09-27 10:24:53-03:00;1506518693.0;-23.0434;-43.9293;13200.0;76.0;317.0;B738;PR-GXL;CGH;SDU;G31014;GOL1014;48E94;0;154.5300193062662;43.18481205572394
11117.0;2017-10-05 14:56:37-03:00;1507226197.0;-10.4479;-36.2988;36000.0;207.0;442.0;B738;PR-GTT;REC;GRU;G31617;GLO1617;4800A;0;161.65805611693403;974.5311502875705
3542.0;2017-09-30 16:31:08-03:00;1506799868.0;-22.9205;-43.9795;10850.0;93.0;370.0;A319;PT-TMB;CGH;SDU;JJ3940;TAM3940;48519;0;153.77042695651312;45.236833538396795
4774.0;2017-11-10 21:31:44-02:00;1510356704.0;-23.2936;-45.3777;27000.0;81.0;432.0;B737;PR-VBH;CGH;SDU;G31052;GLO1052;48339;0;73.2835474997603;124.62318920838804
6484.0;2017-09-26 06:30:08-03:00;1506418208.0;-24.5634;-46.6141;35850.0;31.0;459.0;A320;PR-AVQ;CWB;GRU;O66243;ONE6243;48A70;0;151.16272415591607;68.23310861674038
13326.0;2017-11-11 07:32:34-02:00;1510392754.0;-23.4169;-43.856;28575.0;250.0;410.0;B738;PR-GXW;SDU;CGH;G31003;GLO1003;48FB7;3455;48.9599204828705;154.84779458010226
1977.0;2017-11-13 16:14:38-02:00;1510596878.0;-23.6212;-46.6613;0.0;116.0;0.0;A319;PT-TMG;CGH;CNF;JJ3202;TAM3202;4894E;0;0.40035951544108733;283.34074762304516
915.0;2017-09-28 08:16:15-03:00;1506597375.0;-21.221;-47.676;34000.0;350.0;456.0;A320;PR-MHQ;CGH;BSB;JJ3526;TAM3526;480D2;0;155.26764730143339;321.86638116442845
3659.0;2017-10-04 18:04:54-03:00;1507151094.0;-23.1319;-44.3286;14600.0;76.0;390.0;A318;PR-AVL;CGH;SDU;O66012;ONE6012;48991;0;131.81956273383474;65.87385045144084
11729.0;2017-09-22 17:37:39-03:00;1506112659.0;-23.2022;-43.4585;19625.0;262.0;390.0;A319;PR-ONJ;SDU;CGH;O66013;ONE6013;48BB1;3552;24.00988341032166;178.2165785248761
9178.0;2017-11-12 23:00:03-02:00;1510534803.0;-9.9363;-36.7079;36975.0;41.0;429.0;A320;PR-OCR;GRU;REC;O66316;ONE6316;49180;0;986.1956080678102;151.86726310808152
11467.0;2017-11-12 16:43:27-02:00;1510512207.0;-13.1815;-38.2254;31950.0;215.0;459.0;A321;PT-MXB;REC;GRU;JJ3821;TAM3821;480A4;0;361.05177430933907;774.9670245214544
2679.0;2017-10-09 20:55:18-03:00;1507593318.0;-25.3827;-48.379;38000.0;222.0;424.0;B738;PR-GTL;CGH;POA;G31228;GLO1228;48003;0;141.5045143159114;314.4584431970796
1343.0;2017-11-07 09:50:13.279168-02:00;1510055413.279168;-23.286058344763028;-47.27862428554122;22878.975733076342;342.0;415.4399306659324;A319;PT-TMI;CGH;BSB;JJ3704;TAM3704;48CE6;0;40.0;447.16451644450376
10623.0;2017-10-29 18:53:30-02:00;1509310410.0;-29.9917;-51.1773;0.0;98.0;11.0;A321;PT-MXP;POA;GRU;JJ3272;TAM3272;48FFA;0;0.34801363222366993;467.93395300308646
13492.0;2017-09-12 22:28:28-03:00;1505266108.0;-23.1704;-45.9294;17050.0;252.0;340.0;A321;PT-XPN;SSA;GRU;JJ3815;TAM3815;49247;0;754.1738004487685;33.98155924180846
8793.0;2017-10-02 19:47:20-03:00;1506984440.0;-23.2835;-46.0003;11900.0;68.0;385.0;A321;PT-MXE;GRU;REC;JJ3516;TAM3516;482C6;0;27.641829586458474;1112.5767786642825
8889.0;2017-10-10 22:55:29-03:00;1507686929.0;-8.1075;-34.9294;150.0;162.0;130.0;A321;PT-MXD;GRU;REC;JJ3498;TAM3498;482C5;0;1136.361676553218;1.2018081874700144
3579.0;2017-10-01 18:38:43-03:00;1506893923.0;-23.6284;-46.5531;6575.0;112.0;234.0;A319;PT-TMI;CGH;SDU;JJ3950;TAM3950;48CE6;0;5.689681103393529;192.13295643096802
2493.0;2017-09-22 19:04:06-03:00;1506117846.0;-25.3833;-48.0174;32000.0;211.0;446.0;A320;PR-MBD;CGH;POA;JJ3085;TAM3085;47FD0;0;129.2133029941334;323.95689383108083
13775.0;2017-10-24 10:28:24-02:00;1508848104.0;-15.5066;-39.6439;36000.0;208.0;432.0;A320;PR-OCP;SSA;GRU;O66311;ONE6311;490F2;0;174.10624734389458;613.6504116214626
1711.0;2017-10-09 11:29:01-03:00;1507559341.0;-19.5432;-44.192;9000.0;321.0;236.0;B738;PR-GUR;CGH;CNF;G31304;GLO1304;48C04;0;281.4048973539073;13.384550460218119
11489.0;2017-11-14 00:15:41-02:00;1510625741.0;-16.2137;-40.514;33975.0;228.0;421.0;A321;PT-MXL;REC;GRU;JJ4505;TAM4505;48F6A;0;586.5336919084193;549.3203802520222
7144.0;2017-10-08 09:56:28-03:00;1507467388.0;-19.6043;-43.9959;3000.0;138.0;153.0;A321;PT-MXD;GRU;CNF;JJ3045;TAM3045;482C5;0;268.7164629407528;1.8181964297504782
6381.0;2017-09-12 08:11:59-03:00;1505214719.0;-23.4517;-46.535;3025.0;74.0;128.0;E195;PR-AUQ;CWB;GRU;AD6920;AZU6920;4926A;3632;191.0415123100417;3.551146065905985
11822.0;2017-09-25 07:48:30-03:00;1506336510.0;-23.6568;-45.8686;21175.0;257.0;345.0;A318;PR-ONI;SDU;CGH;O66033;ONE6033;48BB0;3570;156.00456568736055;43.417203048233375
8606.0;2017-09-19 17:58:51.491054-03:00;1505854731.4910543;-23.407315765209916;-46.38778970777813;4134.229631065334;71.70848242967658;226.4468529149033;A320;PR-ONT;GRU;REC;O66302;ONE6302;48E6D;0;5.0;1131.4332434703722
13046.0;2017-11-05 18:07:41-02:00;1509912461.0;-23.7645;-46.6899;8100.0;328.0;222.0;B738;PR-GXF;SDU;CGH;G31043;GLO1043;48E0B;0;201.33215628505152;8.520279425680608
13722.0;2017-10-07 06:46:12-03:00;1507369572.0;-16.5675;-40.2664;34000.0;220.0;443.0;A321;PT-XPO;SSA;GRU;JJ3206;TAM3206;49246;0;247.24798701910075;541.3865491701156
5743.0;2017-10-27 20:16:11-02:00;1509142571.0;-22.1277;-46.1612;21150.0;184.0;352.0;B737;PR-GEH;CNF;GRU;G31327;GLO1327;4919E;0;194.30226758672114;80.48942406090619
3972.0;2017-10-24 19:32:08-02:00;1508880728.0;-23.0807;-44.0983;13325.0;76.0;353.0;A319;PR-ONJ;CGH;SDU;O66014;ONE6014;48BB1;0;144.91852091412414;52.785758152862755
13142.0;2017-11-07 13:43:19-02:00;1510069399.0;-23.4126;-44.7212;28000.0;256.0;377.0;A319;PT-TME;SDU;CGH;JJ3939;TAM3939;485B2;3717;91.28180118075929;107.4250009122872
11643.0;2017-09-21 07:30:34-03:00;1505989834.0;-23.4926;-46.7917;4875.0;110.0;204.0;A319;PT-TMC;SDU;CGH;JJ3903;TAM3903;4851A;0;203.5296241405983;10.953673504657782
11420.0;2017-11-09 08:21:52-02:00;1510222912.0;-23.3448;-46.692;6725.0;234.0;191.0;B738;PR-GYD;REC;GRU;G31613;GLO1613;49266;0;1138.810186935915;13.253489501565461
3841.0;2017-10-09 07:53:39-03:00;1507546419.0;-23.3903;-45.4701;28875.0;72.0;436.0;A319;PR-AVC;CGH;SDU;O66006;ONE6006;48651;0;66.9053843439769;130.76063798835656
9313.0;2017-09-26 15:10:52-03:00;1506449452.0;-13.5435;-38.9283;17275.0;38.0;386.0;A320;PR-ONL;GRU;SSA;O66314;ONE6314;48BB3;0;733.3970699720622;52.084728100764416
12618.0;2017-10-26 18:17:02-02:00;1509049022.0;-23.8337;-46.4829;7500.0;307.0;203.0;B738;PR-GXM;SDU;CGH;G31043;GLO1043;48EFF;0;191.42734945543384;15.71068615054582
5115.0;2017-10-02 16:12:55-03:00;1506971575.0;-22.0854;-45.6911;34000.0;227.0;432.0;B738;PR-GUE;CNF;CGH;G31309;GLO1309;48613;0;176.6454218039752;106.93304174158786
12516.0;2017-10-24 18:17:53.812331-02:00;1508876273.8123307;-23.398655097726927;-43.65318760894736;26255.165411899234;255.0;388.66270676487403;B738;PR-GUO;SDU;CGH;G31047;GOL1047;48AFE;3241;40.0;166.08920297751658
327.0;2017-10-08 18:25:19-03:00;1507497919.0;-16.2188;-47.8018;14350.0;168.0;308.0;A320;PR-OCM;BSB;CGH;O66171;ONE6171;490EF;0;21.961124668524878;449.9079029501142
13320.0;2017-11-10 21:03:37-02:00;1510355017.0;-23.4639;-44.9531;24000.0;256.0;379.0;A319;PT-TME;SDU;CGH;JJ3957;TAM3957;485B2;3244;104.38578401737107;94.36173089174723
10942.0;2017-09-22 11:02:19-03:00;1506088939.0;-22.8904;-44.8173;33975.0;256.0;455.0;A321;PT-MXF;REC;GRU;JJ3515;TAM3515;485B0;0;1055.299565549455;97.1905327377019
12937.0;2017-11-02 13:20:58.108353-02:00;1509636058.1083531;-22.980908960763276;-43.115270532492126;3930.4176540023086;160.69873313849706;249.63240293391897;A319;PT-TMB;SDU;CGH;JJ3939;TAM3939;48519;3334;5.0;199.29424269934057
1341.0;2017-11-07 08:57:14-02:00;1510052234.0;-20.9242;-47.8058;38025.0;352.0;454.0;A20N;PR-OBL;CGH;BSB;O66060;ONE6060;49329;0;174.53321688165647;303.7977173801629
7954.0;2017-09-19 06:59:49-03:00;1505815189.0;-29.9916;-51.2783;1425.0;87.0;105.0;AT76;PR-AKF;GRU;POA;AD2687;AZU2687;4926B;0;470.87195060930515;5.581800623289283
2652.0;2017-10-07 08:10:43-03:00;1507374643.0;-29.2793;-50.879;17725.0;216.0;295.0;B738;PR-GGW;CGH;POA;G31202;GLO1202;484F8;0;408.68529744546095;45.58286574998573
8316.0;2017-10-28 11:18:32-02:00;1509196712.0;-29.1602;-50.5854;18850.0;192.0;328.0;B737;PR-GEH;GRU;POA;G31234;GLO1234;4919E;0;409.18644118473094;58.72448397898797
2235.0;2017-10-25 07:08:25-02:00;1508922505.0;-24.094;-47.4497;25825.0;235.0;376.0;A320;PR-MYP;CGH;CWB;JJ3001;TAM3001;48B65;0;51.89079465893909;127.82241251472767
13529.0;2017-09-21 18:14:02-03:00;1506028442.0;-20.9724;-42.9049;36000.0;209.0;471.0;A320;PR-OCW;SSA;GRU;O66355;ONE6355;491EF;0;551.5479572874424;247.66710791749702
4764.0;2017-11-10 19:26:57-02:00;1510349217.0;-22.8899;-43.3712;4200.0;65.0;184.0;B738;PR-GXV;CGH;SDU;G31044;GLO1044;48FB6;0;186.73179064514346;11.618780932639497
10107.0;2017-11-04 07:14:51-02:00;1509786891.0;-26.2625;-48.3168;41000.0;35.0;462.0;B737;PR-GEK;POA;CGH;G31207;GLO1207;4926F;0;270.5189168928167;182.4787884867253
13778.0;2017-10-24 14:56:15-02:00;1508864175.0;-15.346;-39.5511;36000.0;209.0;432.0;A320;PR-OBB;SSA;GRU;O66315;ONE6315;49220;0;163.06970315172177;624.5706702905694
354.0;2017-10-10 12:02:58-03:00;1507647778.0;-23.6281;-46.6567;0.0;185.0;19.0;A320;PR-MBO;BSB;CGH;JJ3703;TAM3703;48080;0;471.67697975231647;0.1207689828619543
9016.0;2017-11-01 13:12:17-02:00;1509549137.0;-14.3222;-39.8225;34950.0;30.0;470.0;A321;PT-MXJ;GRU;REC;JJ3692;TAM3692;48DC5;0;665.3651361366339;471.2231656306546
890.0;2017-09-27 07:13:46-03:00;1506507226.0;-18.789;-48.0934;33975.0;354.0;433.0;A320;PR-MYZ;CGH;BSB;JJ3702;TAM3702;48DC2;0;301.68359056904706;175.67407457957185
2603.0;2017-10-02 08:38:07-03:00;1506944287.0;-23.6345;-46.651;0.0;340.0;14.0;A320;PR-MYZ;CGH;POA;JJ3865;TAM3865;48DC2;0;0.5850792956338426;452.5452225193626
11210.0;2017-10-25 10:17:33-02:00;1508933853.0;-18.7236;-42.3936;32000.0;236.0;424.0;A321;PT-XPN;REC;GRU;JJ3515;TAM3515;49247;0;771.9220842830102;364.0320180757211
